name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
org.gjt.sp.jedit.bufferio.BufferAutosaveRequest,2,3,0,9,16,1,1,9,2,2,113,0,0,0.933333333,0.583333333,0,0,55.5,9,4.5,0
org.gjt.sp.jedit.bsh.CommandLineReader,4,3,0,1,8,4,1,0,4,1,82,0,0,0.857142857,0.35,2,2,18.5,1,0.75,0
org.gjt.sp.jedit.bufferset.BufferSet,18,1,0,16,55,0,11,8,13,0.647058824,687,1,0,0,0.426470588,0,0,36.88888889,12,2.5,1
org.gjt.sp.jedit.options.GeneralOptionPane,6,6,0,4,36,1,1,4,1,0.8875,464,0.6875,0,0.992581602,0.5,3,5,73.66666667,7,2.1667,0
org.gjt.sp.util.XMLUtilities,4,1,0,26,29,6,25,1,3,2,213,0,0,0,0.291666667,0,0,52.25,15,4.75,0
org.gjt.sp.jedit.ActionContext,5,2,2,22,6,10,17,5,5,2,26,0,0,0.636363636,0.9,0,0,4.2,1,0.8,0
org.gjt.sp.jedit.bsh.ClassGenerator,5,1,1,14,13,10,4,10,5,1,34,1,1,0,0.292307692,0,0,5.6,1,0.8,0
org.gjt.sp.jedit.textarea.Gutter,51,4,0,22,125,1041,10,17,41,0.948333333,1243,0.833333333,6,0.92816092,0.100490196,3,20,22.66666667,30,2.1569,0
org.gjt.sp.jedit.bsh.BSHArguments,2,2,0,11,11,1,5,6,1,2,53,0,0,0.944444444,0.625,0,0,25.5,1,0.5,0
org.gjt.sp.jedit.Buffer,89,2,0,141,269,3550,119,43,66,0.961229947,2699,0.588235294,2,0.570731707,0.103620474,1,10,28.94382022,35,3.2135,0
org.gjt.sp.jedit.bsh.BSHThrowStatement,2,2,0,7,7,1,1,6,1,2,32,0,0,0.944444444,0.625,1,1,15,1,0.5,0
org.gjt.sp.jedit.bsh.collection.CollectionIterator,4,1,0,2,15,0,1,1,3,0.333333333,54,1,0,0,0.75,0,0,12.25,4,1.5,0
org.gjt.sp.jedit.buffer.FoldHandler,9,1,3,16,14,28,16,2,8,0.916666667,50,0.333333333,1,0,0.296296296,1,1,4.222222222,3,1.1111,0
org.gjt.sp.util.StringList,11,4,0,0,26,55,0,0,11,1.1,173,1,0,0.886075949,0.257575758,1,1,14.63636364,4,1.4545,0
org.gjt.sp.jedit.io.GlobVFSFileFilter,7,1,0,8,15,1,4,4,7,0.416666667,62,1,0,0,0.523809524,0,0,7.571428571,3,1.2857,0
org.gjt.sp.jedit.help.HelpViewerInterface,8,1,0,6,8,28,6,0,8,2,8,0,0,0,0.325,0,0,0,1,1,0
org.gjt.sp.jedit.search.HyperSearchFolderNode,4,1,0,4,9,0,4,0,3,0.555555556,49,1,0,0,0.555555556,0,0,10.5,2,0.75,0
org.gjt.sp.jedit.bufferio.BufferIORequest,9,2,4,16,56,24,6,11,3,1.0625,601,0.3,3,0.428571429,0.174603175,0,0,63.55555556,1,0.8889,0
org.gjt.sp.jedit.bsh.BSHFormalComment,18,2,0,6,36,153,1,5,18,1.058823529,84,0,0,0.5,0.268518519,1,5,3.611111111,1,0.9444,0
org.gjt.sp.jedit.visitors.JEditVisitor,3,1,0,7,3,3,5,3,3,2,3,0,0,0,0.5,0,0,0,1,1,0
